6.784765404802721739e+08,6.784765404802721739e+08,6.784765404802721739e+08,6.784765404802721739e+08,6.784765404802721739e+08,6.784765404802721739e+08,6.784765404802721739e+08,6.784765404802721739e+08,6.784765404802721739e+08,6.784765404802721739e+08,6.784765404802721739e+08,6.784765404802721739e+08,6.784765404802721739e+08,6.784765404802721739e+08,6.784765404802721739e+08,6.784765404802721739e+08,6.784765404802721739e+08,6.784765404802721739e+08,6.784765404802721739e+08,6.784765404802721739e+08,6.784765404802721739e+08,6.784765404802721739e+08,6.784765404802721739e+08,6.784765404802721739e+08,6.784765404802721739e+08,6.784765404802721739e+08,6.784765404802721739e+08,6.784765404802721739e+08,6.784765404802721739e+08,6.784765404802721739e+08,6.784765404802721739e+08,6.784765404802721739e+08,6.784765404802721739e+08,6.784765404802721739e+08,6.784765404802721739e+08,6.784765404802721739e+08,6.784765404802721739e+08,6.784765404802721739e+08,6.784765404802721739e+08,6.784765404802721739e+08,6.784765404802721739e+08,6.784765404802721739e+08,6.784765404802721739e+08,6.784765404802721739e+08,6.784765404802721739e+08,6.784765404802721739e+08,6.784765404802721739e+08,6.784765404802721739e+08
6.753751288646351099e+08,6.753751288646351099e+08,6.753751288646351099e+08,6.753751288646351099e+08,6.753751288646351099e+08,6.753751288646351099e+08,6.753751288646351099e+08,6.753751288646351099e+08,6.753751288646351099e+08,6.753751288646351099e+08,6.753751288646351099e+08,6.753751288646351099e+08,6.753751288646351099e+08,6.753751288646351099e+08,6.753751288646351099e+08,6.753751288646351099e+08,6.753751288646351099e+08,6.753751288646351099e+08,6.753751288646351099e+08,6.753751288646351099e+08,6.753751288646351099e+08,6.753751288646351099e+08,6.753751288646351099e+08,6.753751288646351099e+08,6.753751288646351099e+08,6.753751288646351099e+08,6.753751288646351099e+08,6.753751288646351099e+08,6.753751288646351099e+08,6.753751288646351099e+08,6.753751288646351099e+08,6.753751288646351099e+08,6.753751288646351099e+08,6.753751288646351099e+08,6.753751288646351099e+08,6.753751288646351099e+08,6.753751288646351099e+08,6.753751288646351099e+08,6.753751288646351099e+08,6.753751288646351099e+08,6.753751288646351099e+08,6.753751288646351099e+08,6.753751288646351099e+08,6.753751288646351099e+08,6.753751288646351099e+08,6.753751288646351099e+08,6.753751288646351099e+08,6.753751288646351099e+08
6.722624522563384771e+08,6.722624522563384771e+08,6.722624522563384771e+08,6.722624522563384771e+08,6.722624522563384771e+08,6.722624522563384771e+08,6.722624522563384771e+08,6.722624522563384771e+08,6.722624522563384771e+08,6.722624522563384771e+08,6.722624522563384771e+08,6.722624522563384771e+08,6.722624522563384771e+08,6.722624522563384771e+08,6.722624522563384771e+08,6.722624522563384771e+08,6.722624522563384771e+08,6.722624522563384771e+08,6.722624522563384771e+08,6.722624522563384771e+08,6.722624522563384771e+08,6.722624522563384771e+08,6.722624522563384771e+08,6.722624522563384771e+08,6.722624522563384771e+08,6.722624522563384771e+08,6.722624522563384771e+08,6.722624522563384771e+08,6.722624522563384771e+08,6.722624522563384771e+08,6.722624522563384771e+08,6.722624522563384771e+08,6.722624522563384771e+08,6.722624522563384771e+08,6.722624522563384771e+08,6.722624522563384771e+08,6.722624522563384771e+08,6.722624522563384771e+08,6.722624522563384771e+08,6.722624522563384771e+08,6.722624522563384771e+08,6.722624522563384771e+08,6.722624522563384771e+08,6.722624522563384771e+08,6.722624522563384771e+08,6.722624522563384771e+08,6.722624522563384771e+08,6.722624522563384771e+08
6.691385625737799406e+08,6.691385625737799406e+08,6.691385625737799406e+08,6.691385625737799406e+08,6.691385625737799406e+08,6.691385625737799406e+08,6.691385625737799406e+08,6.691385625737799406e+08,6.691385625737799406e+08,6.691385625737799406e+08,6.691385625737799406e+08,6.691385625737799406e+08,6.691385625737799406e+08,6.691385625737799406e+08,6.691385625737799406e+08,6.691385625737799406e+08,6.691385625737799406e+08,6.691385625737799406e+08,6.691385625737799406e+08,6.691385625737799406e+08,6.691385625737799406e+08,6.691385625737799406e+08,6.691385625737799406e+08,6.691385625737799406e+08,6.691385625737799406e+08,6.691385625737799406e+08,6.691385625737799406e+08,6.691385625737799406e+08,6.691385625737799406e+08,6.691385625737799406e+08,6.691385625737799406e+08,6.691385625737799406e+08,6.691385625737799406e+08,6.691385625737799406e+08,6.691385625737799406e+08,6.691385625737799406e+08,6.691385625737799406e+08,6.691385625737799406e+08,6.691385625737799406e+08,6.691385625737799406e+08,6.691385625737799406e+08,6.691385625737799406e+08,6.691385625737799406e+08,6.691385625737799406e+08,6.691385625737799406e+08,6.691385625737799406e+08,6.691385625737799406e+08,6.691385625737799406e+08
6.660035119220814705e+08,6.660035119220814705e+08,6.660035119220814705e+08,6.660035119220814705e+08,6.660035119220814705e+08,6.660035119220814705e+08,6.660035119220814705e+08,6.660035119220814705e+08,6.660035119220814705e+08,6.660035119220814705e+08,6.660035119220814705e+08,6.660035119220814705e+08,6.660035119220814705e+08,6.660035119220814705e+08,6.660035119220814705e+08,6.660035119220814705e+08,6.660035119220814705e+08,6.660035119220814705e+08,6.660035119220814705e+08,6.660035119220814705e+08,6.660035119220814705e+08,6.660035119220814705e+08,6.660035119220814705e+08,6.660035119220814705e+08,6.660035119220814705e+08,6.660035119220814705e+08,6.660035119220814705e+08,6.660035119220814705e+08,6.660035119220814705e+08,6.660035119220814705e+08,6.660035119220814705e+08,6.660035119220814705e+08,6.660035119220814705e+08,6.660035119220814705e+08,6.660035119220814705e+08,6.660035119220814705e+08,6.660035119220814705e+08,6.660035119220814705e+08,6.660035119220814705e+08,6.660035119220814705e+08,6.660035119220814705e+08,6.660035119220814705e+08,6.660035119220814705e+08,6.660035119220814705e+08,6.660035119220814705e+08,6.660035119220814705e+08,6.660035119220814705e+08,6.660035119220814705e+08
6.628573525927017927e+08,6.628573525927017927e+08,6.628573525927017927e+08,6.628573525927017927e+08,6.628573525927017927e+08,6.628573525927017927e+08,6.628573525927017927e+08,6.628573525927017927e+08,6.628573525927017927e+08,6.628573525927017927e+08,6.628573525927017927e+08,6.628573525927017927e+08,6.628573525927017927e+08,6.628573525927017927e+08,6.628573525927017927e+08,6.628573525927017927e+08,6.628573525927017927e+08,6.628573525927017927e+08,6.628573525927017927e+08,6.628573525927017927e+08,6.628573525927017927e+08,6.628573525927017927e+08,6.628573525927017927e+08,6.628573525927017927e+08,6.628573525927017927e+08,6.628573525927017927e+08,6.628573525927017927e+08,6.628573525927017927e+08,6.628573525927017927e+08,6.628573525927017927e+08,6.628573525927017927e+08,6.628573525927017927e+08,6.628573525927017927e+08,6.628573525927017927e+08,6.628573525927017927e+08,6.628573525927017927e+08,6.628573525927017927e+08,6.628573525927017927e+08,6.628573525927017927e+08,6.628573525927017927e+08,6.628573525927017927e+08,6.628573525927017927e+08,6.628573525927017927e+08,6.628573525927017927e+08,6.628573525927017927e+08,6.628573525927017927e+08,6.628573525927017927e+08,6.628573525927017927e+08
6.597001370624138117e+08,6.597001370624138117e+08,6.597001370624138117e+08,6.597001370624138117e+08,6.597001370624138117e+08,6.597001370624138117e+08,6.597001370624138117e+08,6.597001370624138117e+08,6.597001370624138117e+08,6.597001370624138117e+08,6.597001370624138117e+08,6.597001370624138117e+08,6.597001370624138117e+08,6.597001370624138117e+08,6.597001370624138117e+08,6.597001370624138117e+08,6.597001370624138117e+08,6.597001370624138117e+08,6.597001370624138117e+08,6.597001370624138117e+08,6.597001370624138117e+08,6.597001370624138117e+08,6.597001370624138117e+08,6.597001370624138117e+08,6.597001370624138117e+08,6.597001370624138117e+08,6.597001370624138117e+08,6.597001370624138117e+08,6.597001370624138117e+08,6.597001370624138117e+08,6.597001370624138117e+08,6.597001370624138117e+08,6.597001370624138117e+08,6.597001370624138117e+08,6.597001370624138117e+08,6.597001370624138117e+08,6.597001370624138117e+08,6.597001370624138117e+08,6.597001370624138117e+08,6.597001370624138117e+08,6.597001370624138117e+08,6.597001370624138117e+08,6.597001370624138117e+08,6.597001370624138117e+08,6.597001370624138117e+08,6.597001370624138117e+08,6.597001370624138117e+08,6.597001370624138117e+08
6.565319179922251701e+08,6.565319179922251701e+08,6.565319179922251701e+08,6.565319179922251701e+08,6.565319179922251701e+08,6.565319179922251701e+08,6.565319179922251701e+08,6.565319179922251701e+08,6.565319179922251701e+08,6.565319179922251701e+08,6.565319179922251701e+08,6.565319179922251701e+08,6.565319179922251701e+08,6.565319179922251701e+08,6.565319179922251701e+08,6.565319179922251701e+08,6.565319179922251701e+08,6.565319179922251701e+08,6.565319179922251701e+08,6.565319179922251701e+08,6.565319179922251701e+08,6.565319179922251701e+08,6.565319179922251701e+08,6.565319179922251701e+08,6.565319179922251701e+08,6.565319179922251701e+08,6.565319179922251701e+08,6.565319179922251701e+08,6.565319179922251701e+08,6.565319179922251701e+08,6.565319179922251701e+08,6.565319179922251701e+08,6.565319179922251701e+08,6.565319179922251701e+08,6.565319179922251701e+08,6.565319179922251701e+08,6.565319179922251701e+08,6.565319179922251701e+08,6.565319179922251701e+08,6.565319179922251701e+08,6.565319179922251701e+08,6.565319179922251701e+08,6.565319179922251701e+08,6.565319179922251701e+08,6.565319179922251701e+08,6.565319179922251701e+08,6.565319179922251701e+08,6.565319179922251701e+08
6.533527482268263102e+08,6.533527482268263102e+08,6.533527482268263102e+08,6.533527482268263102e+08,6.533527482268263102e+08,6.533527482268263102e+08,6.533527482268263102e+08,6.533527482268263102e+08,6.533527482268263102e+08,6.533527482268263102e+08,6.533527482268263102e+08,6.533527482268263102e+08,6.533527482268263102e+08,6.533527482268263102e+08,6.533527482268263102e+08,6.533527482268263102e+08,6.533527482268263102e+08,6.533527482268263102e+08,6.533527482268263102e+08,6.533527482268263102e+08,6.533527482268263102e+08,6.533527482268263102e+08,6.533527482268263102e+08,6.533527482268263102e+08,6.533527482268263102e+08,6.533527482268263102e+08,6.533527482268263102e+08,6.533527482268263102e+08,6.533527482268263102e+08,6.533527482268263102e+08,6.533527482268263102e+08,6.533527482268263102e+08,6.533527482268263102e+08,6.533527482268263102e+08,6.533527482268263102e+08,6.533527482268263102e+08,6.533527482268263102e+08,6.533527482268263102e+08,6.533527482268263102e+08,6.533527482268263102e+08,6.533527482268263102e+08,6.533527482268263102e+08,6.533527482268263102e+08,6.533527482268263102e+08,6.533527482268263102e+08,6.533527482268263102e+08,6.533527482268263102e+08,6.533527482268263102e+08
6.501626807935662270e+08,6.501626807935662270e+08,6.501626807935662270e+08,6.501626807935662270e+08,6.501626807935662270e+08,6.501626807935662270e+08,6.501626807935662270e+08,6.501626807935662270e+08,6.501626807935662270e+08,6.501626807935662270e+08,6.501626807935662270e+08,6.501626807935662270e+08,6.501626807935662270e+08,6.501626807935662270e+08,6.501626807935662270e+08,6.501626807935662270e+08,6.501626807935662270e+08,6.501626807935662270e+08,6.501626807935662270e+08,6.501626807935662270e+08,6.501626807935662270e+08,6.501626807935662270e+08,6.501626807935662270e+08,6.501626807935662270e+08,6.501626807935662270e+08,6.501626807935662270e+08,6.501626807935662270e+08,6.501626807935662270e+08,6.501626807935662270e+08,6.501626807935662270e+08,6.501626807935662270e+08,6.501626807935662270e+08,6.501626807935662270e+08,6.501626807935662270e+08,6.501626807935662270e+08,6.501626807935662270e+08,6.501626807935662270e+08,6.501626807935662270e+08,6.501626807935662270e+08,6.501626807935662270e+08,6.501626807935662270e+08,6.501626807935662270e+08,6.501626807935662270e+08,6.501626807935662270e+08,6.501626807935662270e+08,6.501626807935662270e+08,6.501626807935662270e+08,6.501626807935662270e+08
